,Title,Content
10,"More NFTs go under hammer at Sotheby's after $11.8mn ""alien with mask"" digital art [details]"," On Thursday, June 10, NFT of a digital artwork called a 'CryptoPunk' sold for $11.8 million during Sotheby's online auction - Natively Digital: A Curated NFT Sale. It was purchased by Shalom Meckenzie, the largest shareholder of digital sports company DraftKings and the online event on a whole fetched the renowned art and luxury space, a total of $17.1 million across works by 27 digital artists. Today,&nbsp;team DraftKings was spotted at Nasdaq opening to ring the bell in their CryptoPunk t-shirts that flaunted the now-famous $11.8 million worth digital artwork of an alien wearing a mask. As reported by Reuters, ""Although the sale was on an online auction, the works were displayed on screens in Sotheby's exhibitions in New York, London and Hong Kong. The art-house also opened its first-ever virtual gallery: a replica of its real-world building on New Bond Street in London, in the online virtual world Decentraland."" CryptoPunks are a set of 10,000 pixel-art characters made by Larva Labs in 2017. The one sold by Sotheby's here is an alien with blue-green skin, wearing a medical mask. The work is in the form of an NFT, meaning it is authenticated by blockchain, which certifies its originality and ownership. The NFT is sent to the buyer's cryptocurrency wallet; no physical artwork changes hands, said the Reuters report further. What is NFT? Acronym for non-fungible token, NFT is basically data that is stored or accounted for in a digital ledger, and that data represents something specific. An NFT can, for example, represent a piece of art, a music album or other types of digital files, explains a Forbes report. And when one buys an NFT, one is essentially paying up for a digital recording of ownership of a token, which can then be transferred to a digital wallet. In the inexplicable new-age digital world of cryptocurrencies such as bitcoins, NFT seems like another new addition, only it isn't. ""The history of non-fungibles is much longer than most people realize. The first attempts at NFTs were in the 2012–2013 Colored Coin era,"" explains Andrew Steinwold on Medium. The announcement by Sotheby's on its Twitter handle led to an online face-off of sorts where art appreciators began to question the skills required in creating a pixelated digital art piece.&nbsp; Although the Cryptopunk community of digital artists is small but growing, the current record-high auction has lifted the spirits of many who struggle to find buyers for their NFTs.&nbsp; Claire Silver whose CryptoPunk artwork was outside the Museum of Modern Art in New York last month wrote, ""So excited to see this art movement getting the recognition it deserves. Well done!"" "
11,"Raveena Tandon didn't spend her day dancing to 'Tip Tip Barsa Pani', rescued a puppy instead [Watch]"," The industry knows Raveena Tandon as a woman with a golden heart. Apart from her philanthropic work, Tandon is also an avid animal lover. And we got to see a glimpse of that when Mumbai was battered with heavy rains recently. In her own words, Raveena Tandon didn't dance to her hit number – Tip Tip Barsa Pani. Instead, she rescued a little puppy. Raveena shared several videos and pictures of her coming to the rescue of a tiny pup, who was drenched in rains. ""How i spent my rainy day ? Not doing ""tiptip barsa pani"" yet , but that also soon,instead Rescued this little one from the rain and off the streets yesterday trying to cross a flooded road,cold,wet shivering and very very scared , He is 2 and a half months old,"" Tandon wrote. The video shows Raveena&nbsp;lifting the puppy up, patting the little one and then taking him to her car. ""this little fella has been taken to the doctor by @petaindia and is In good health.Anyone who wants to adopt lil Gabru please DM @therudrafoundation or. @petaindia . During rains,floods and extreme heat conditions , these beautiful kind creatures need our help, always keep a local ngos number handy to call if you see any animal in distress . Lots of people are doing great work."" Tandon wrote. In another video, PETA executives are seen taking the pup away. In one of the last pictures, the pup is seen chilling wrapped in a blanket. The video has received some major thumbs up from industry people and her fans. "
12,"Karnataka logs 11,042 new Covid cases with 194 deaths"," With the pandemic's second wave waning, 11,042 new cases were logged, while194 patients succumbed to the infection in a day, said the state health bulletin on Thursday. ""With 11,042 positive cases were registered on Wednesday, the state's Covid tally rose to 27,39,290, including 2,10,652 active cases, while recoveries increased to 24,96,132, with 15,721 patients discharged during the day,"" said the bulletin. As the epicentre of the pandemic in the state, Bengaluru reported 2,191 fresh cases on Wednesday, taking its Covid tally to 11,91,732, including 95,423 active cases, while 10,81,093 recovered, with 4,846 patients discharged in the last 24 hours. The virus, however, claimed 194 lives, including 47 in Bengaluru, taking the state's death toll to 32,485 and the city's toll to 15,215 since the pandemic broke out in mid-March a year ago. Out of 1,67,731 tests conducted across the state during the day, 48,737 were through rapid antigen detection and 1,18,994 through RT-PCR method. Positivity rate dipped to 6.58 per cent and case fatality rate remained at 1.75 per cent across the state on Wednesday. Meanwhile, 1,81,832 people, including 64,125 above 45 years and 1,11,361 in the 18-44 years age group were vaccinated across the state during the day. ""Cumulatively, 1,61,64,515 beneficiaries, including senior citizens above 60 years, healthcare workers and frontline warriors have received the jab since the vaccination drive&nbsp;was launched in the southern state on January 16,"" added the bulletin. "
13,Sharks in Marine Protected Area in the Indian Ocean entice illegal fishermen," More than 14,000 sharks were caught in the Marine Protected Area (MPA) in the Indian Ocean between 2010 and 2016, while interviews with local fishermen indicate that the true number was ""considerably higher"" than that, said a new study of the enforment data. The MPA was established in 2010 around the Chagos Archipelago, commonly known as British Indian Ocean Territory (BIOT), and prohibits any fishing inside its boundaries. The current study looked at data on illicit fishing in the MPA, which covers a large area (640,000 km2/250,000 mi2) and has both pristine and distant reefs. From 2010 to 2016, 126 of the 188 vessels investigated by the BIOT MPA patrol boat were suspected of unlawful fishing, with 97% of these allegedly targeting sharks. The University of Exeter, the Zoological Society of London, Oceanswell, and MRAG conducted the research. ""Enforcement of MPA rules in a large, remote area such as this is extremely difficult,"" said lead author Claire Collins. ""Our findings highlight the threat of illegal fishing to sharks in the BIOT MPA, which is home to critically endangered species such as the oceanic whitetip and scalloped hammerhead. Fishers often target reef areas, where many of the sharks are juveniles, and taking sharks at this life stage could be especially damaging to species numbers"". Collins adds, ""However, it's important to note that - despite evidence of shark fishing - the MPA still provides a vital refuge in the Indian Ocean, and shark numbers there are still much higher than most other places"". According to the study, fishermen told the researchers that vessels frequently fished in the MPA without being noticed, offering ""clear evidence that total extraction was considerably higher"" than the estimate of 14,340 based on observed vessels. ""It is crucial to work with fishing communities to understand where, when and why people fish illegally - and how we can improve deterrence,"" Tom B Letessier, the final author, stated. ""For example, we found fishers had very different ideas of the fines they could face, and some felt there were very unlikely to be caught - so improving awareness of the sanctions, in addition to increasing the probability of being caught, could be beneficial."" Efforts are being made to strengthen MPA enforcement, including increasing the use of satellite tracking of vessels and ensuring implementation is responsive to the danger of illegal fishing. This study emphasizes the importance of connecting with fishermen&nbsp;to learn about the challenges they face and what drives their actions. "
14,"Black holes have an unexpected effect beyond their own galaxies, reveals study"," There is a black hole at the center of practically every suitably massive galaxy, and its gravitational field. While known for being extraordinarily intense, they only impacted a tiny region surrounding the galaxy's center. Even though these objects are millions of times smaller than their host galaxies, it was believed that the Universe can only be understood if the evolution of galaxies is regulated by the activity of these black holes, because the observed properties of the galaxies cannot be explained without them. According to theoretical expectations, as these black holes increase in size, they generate enough energy to heat up and force out the gas within galaxies&nbsp;to tremendous distances. Observing and characterizing the mechanism by which this energy interacts with galaxies and changes their evolution is interesting.&nbsp; A study led by Ignacio Martn Navarro, a researcher at the Instituto de Astrofísica de Canarias (IAC), went a step further and attempted to determine whether the matter and energy emitted from around these black holes can affect the evolution of not only the host galaxy, but also the satellite galaxies around it, at even greater distances. To accomplish this, the researchers employed the Sloan Digital Sky Survey, which allowed them to examine the features of galaxies in thousands of clusters. ""Surprisingly we found that the satellite galaxies formed more or fewer stars depending on their orientation with respect to the central galaxy"", says Annalisa Pillepich, co-author of the paper and researcher at the Max Planck Institute for Astronomy (MPIA, Germany). To try to explain this geometrical effect on the features of the satellite galaxies, the researchers employed Illustris-TNG, a cosmological simulation of the Universe&nbsp;whose code includes a unique approach of dealing with the interaction between central black holes and their host galaxies. ""Just as with the observations, the Illustris-TNG simulation shows a clear modulation of the star formation rate in satellite galaxies depending on their position with respect to the central galaxy"", adds Pillepich. This finding is significant because it provides empirical evidence for the assumption that core black holes play a major role in regulating the evolution of galaxies, which is a fundamental component of our present view of the Universe. Nonetheless, given the difficulties of measuring the possible effect of black holes in real galaxies rather than examining solely theoretical implications, this concept is constantly questioned. These findings imply that there is a specific link between black holes and host galaxies, allowing them to expel matter to enormous distances from galactic centers and even influence the evolution of other neighboring galaxies. "
15,Apple doubles down on privacy; gives users more control on data [see how]," After introducing the App Tracking Transparency and privacy nutrition labels on the App Store, Apple has expanded its privacy-focused approach to another level with new protections in iOS 15, iPadOS 15, macOS Monterey, and watchOS 8, which help users better control and manage access to their data. In the Mail app, the new 'Mail Privacy Protection' stops senders from using invisible pixels to collect information about the user. The new feature helps users prevent senders from knowing when they open an email, and masks their IP address so it can't be linked to other online activity or used to determine their location, the company said during its flagship WWDC21 developer conference late on Monday. Apple focuses on privacy, as always ""Privacy has been central to our work at Apple from the very beginning,"" said Craig Federighi, Apple's senior vice president of Software Engineering. ""Every year, we push ourselves to develop new technology to help users take more control of their data and make informed decisions about whom they share it with. This year's updates include innovative features that give users deeper insights and more granular control than ever before,"" he told a virtual audience. Apple&nbsp;said that the 'Intelligent Tracking Prevention' tool in Safari browser is getting stronger by also hiding the user's IP address from trackers. ""This means they can't utilise the user's IP address as a unique identifier to connect their activity across websites and build a profile about them,"" the company noted. Apple&nbsp;also announced that it will launch an App Privacy Report that will be live in settings. App Privacy Report will arrive as part of a software update to iOS 15, iPadOS 15, and watchOS 8. With App Privacy Report, users can see how often each app has used the permission they've previously granted to access their location, photos, camera, microphone, and contacts during the past seven days. Users can check whether this makes sense to them, and take action by going to the app in Settings if it doesn't. Users can also find out with whom their data may be shared by seeing all the third-party domains an app is contacting. ""With on-device speech recognition, the audio of users' requests is processed right on their iPhone or iPad by default. This addresses one of the biggest privacy concerns for voice assistants, which is unwanted audio recording,"" the company further announced. For iCloud+ users, the company announced new premium features, including iCloud Private Relay, Hide My Email, and expanded HomeKit Secure Video support, at no additional cost. Private Relay is a new internet privacy service that's built right into iCloud, allowing users to connect to and browse the web in a more secure and private way. When browsing with Safari, Private Relay ensures all traffic leaving a user's device is encrypted, so no one between the user and the website they are visiting can access and read it, not even Apple or the user's network provider. All the user's requests are then sent through two separate internet relays, said Apple. The company also introduced additional privacy features for users and developers. With share current location, users can easily share their current location with an app just once, without giving the developer further access after that session. Developers can customise the share current location button, and integrate it directly into their apps. ""With enhanced Photos limited library access, developers can offer smart functionality -- like a recent photos folder for specific albums -- even when a user has only granted limited access,"" Apple&nbsp;said. (With inputs from IANS) "
16,"Kochi woman forced to drink urine, brutally thrashed by partner for weeks [shocking details]"," It was recently reported that there's an increase in domestic violence cases ever since the COVID lockdowns came into effect in 2020. But a spine-chilling incident has come to the fore, wherein a Kochi woman endured brutal torture at the hands of her own partner for several days. After over 20 days, the 27-year-old woman gathered courage and managed to escape after her partner had threatened to kill her. But what went on while she was held captive is beyond comprehension. The woman, a resident of Kannur, had been in a live-in relationship with 33-year-old Martin Joseph, a share trader, since last year's lockdown. But the continues assault and violence forced her to go back to her home. But Joseph blackmailed the woman and threatened to leak her nude videos if she didn't return. Fearing the worse, the woman came back, but she was tortured, beaten back and blue, robbed, and even forced to drink urine. ""He used to tie me to the bed and hit me with a mop, broom and belt. He used to continuously beat me in the same areas. He has made me drink his urine and water from the toilet, used to pour hot water on top of my bruises and to stop me from sleeping, he used to put chilly powder mixed water in my eyes,"" the woman recounted her horrors to Mathrubhumi. Woman escapes fearing for life When she was threatened to be killed, the victim of extreme torture&nbsp;managed to escape. At that point, she didn't care if the videos were leaked to her family, she just had to save her life. She escaped the apartment with a knife in her hand and went straight to the police station. Fearing she was followed by Joseph, she did not file a complaint then, but came back a month later after gathering courage. In the FIR, which was registered by Kochi Police on April 8, the woman said she was confined by Martin from February 15 till March 8, during which he tortured&nbsp;her and even took Rs 5 lakh from her. Based on her statement, the police have registered a case against Joseph under various sections of IPC, including 323 (Punishment for voluntarily causing hurt), 324 (Voluntarily causing hurt by dangerous weapons or means), 344 (Wrongful confinement for ten or more days), 376(Punishment for rape), 420 (Cheating and dishonestly inducing delivery of property), 506 (Punishment for criminal intimidation), TNM reported after accessing a copy of the FIR. One month later, no arrest yet Shockingly, the spine-chilling incident did not speed up the police's efforts to find Joseph. However, when the woman revealed the photos of her grievous injuries on the back, and the incident garnered public attention, the police is acting on it. ""We will investigate and arrest the person very soon,"" Kochi Police Commissioner Nagaraju CH told TNM, adding that a special team has been set up to nab the accused. "
17,"Slept for 24,000 years, and this living could still eat and reproduce [details]"," A team of scientists from Russia has revived a tiny worm-like&nbsp;organism&nbsp;called a Bdelloid rotifer. The tiny living being was found&nbsp;in 24,000-year-old Siberian ice. Surprisingly, after thawing, the worm was able to eat and reproduce. The new discovery could shed vital clues&nbsp;into how to freeze multi-cellular tissues like organs, and it will help medical experts to bring revolutionary changes in the healthcare sector as humans move forward.&nbsp; The future of&nbsp;cryptobiosis ""Our report is the hardest proof as of today that multicellular animals could withstand tens of thousands of years in cryptobiosis, the state of almost completely arrested metabolism,"" said&nbsp;Stas Malavin, a researcher at the&nbsp;Institute of Physicochemical and Biological Problems in Soil Science in Russia, in a recent statement.&nbsp; In the study report published in the journal Current Biology, Malavin who is the co-author of the study called the survival of&nbsp;Bdelloid rotifer ''an incredible feat.''&nbsp; ""The takeaway is that a multicellular organism can be frozen and stored as such for thousands of years and then return back to life -- a dream of many fiction writers.&nbsp;Of course, the more complex the organism, the trickier it is to preserve it.&nbsp;For mammals, it's not currently possible,"" added Malavin.&nbsp; Bdelloid rotifer: All you need to know Bdelloid rotifers are widely considered the toughest living beings in the world, and they are known for their resistance to survive even in extreme environments. According to experts,&nbsp;Bdelloid rotifer could even withstand intense radiation, and can easily endure dehydration and low oxygen levels.&nbsp; ""If true, this would be an incredible result and extend the recorded ability of Bdelloid rotifers to survive freezing from 10 years to 30,000 years,""&nbsp;Timothy Barraclough, a Professor of Evolutionary Biology told Insider.&nbsp; However, Barraclough made it clear that the multicellular organism might have colonized the ice&nbsp;later than 24,000 years ago, or after the ice core was removed from the ground.&nbsp; "
18,Tom Felton opens up on his friendship with Emma Watson; calls it Slytherin-Gryffindor thing," Emma Watson had earlier confessed that out of all the male co-stars she had worked with during her Harry Potter days, it was Tom Felton who made her blush. She had a secret crush on the actor who played Draco Malfoy in the Harry Potter saga.&nbsp; Years later during an interaction with Entertainment Tonight, Tom Felton finally opened up about his connection with the Little Women actress. ""We are something if that makes any sense. We've been very close for a long time. I adore her. I think she's fantastic. Hopefully, she returns the compliment,"" Felton said while gushing about her.&nbsp; A&nbsp;Slytherin-Gryffindor thing While talking about the romantic side, the Harry Potter actor added, ""As far as the romantic side of it, I think that's a Slytherin/Gryffindor thing rather than a Tom and Emma thing. I absolutely think the world of her. I think to be a part of what we've all been a part of, but for her to be the only girl, certainly the youngest one on set, to grow up with what she had to grow up with was incredibly exciting. You're going to get me teary now, but no, I think she's a fantastic influence on the world."" The actor added that he still keeps in touch with&nbsp;Emma Watson, Daniel Radcliffe, Rupert Grint and talk about regular activities on how their dog wouldn't eat the food, or the kitchen sink is plugged.&nbsp; Tom Felton had originally played the trio's (Harry Potter, Hermione Granger, Ron Weasley) enemy in the seven films of Harry Potter, however, it seems in his offscreen life, he had shared a warm friendship with all the cast members.&nbsp; "
19,Vijaylakshmi on Facing Online Harassment over Break Up with Srujan Lokesh: I Didn't Cheat on Him," Vijayalakshmi is once again in the news. The multilingual actress, who has been pleading for help from the film industry after her sister fell ill, has come up with another video where she has mentioned about her broken relationship with actor-TV host Srujan Lokesh. Her sister Usha Devi has not been keeping well and Vijayalakshmi is seeking financial assistance from her estranged husband Raja Babu, who happens to be the sibling of veteran actress-politician Jaya Prada. In the latest video, Vijayalakshmi has made allegations against Raja Babu and Jayaprada for failing to lend a helping hand to her. She had accused Usha Devi's husband of not giving her divorce nor providing financial help even during their difficult times. Usha and Raj Babu tied the knot in 1999 and she gave birth to a baby boy in 2000. Vijayalakshmi Mentions About Srujan In the video, Vijayalakshmi claims about getting harassed by netizens on social media sites and facing allegations of destroying Srujan Lokesh's life. ""I didn't cheat on him. If I wanted to play with his life, I would not have taken our relationship to the extent of engagement. There is a different story altogether which nobody would like to report,"" she said, stating people treat her like a villain in every issue. Vijayalakshmi was earlier engaged to Srujan Lokesh, but their relationship ended before they tied the knot. Vijayalakshmi's life in recent years has met with lots of controversies. Last year, the Nagamandala actress had released a series of videos requesting Kannada and Tamil film fraternity to help her financial issues as she was having health issues and not getting work. The KFCC, Kiccha Sudeep, and a few others had extended helping hand to her. Rajinikanth&nbsp;gave her financial assistance when she was struggling to bear the hospital expenses. Vijayalakshmi and Seeman's Controversy These episodes apart, Vijayalakshmi&nbsp;had accused Tamil filmmaker-politician Seeman of cheating her. She had also attempted to kill herself. ""I tried my level best to survive all these days because of my mother and sister, but I have been humiliated in the media by Harinadar recently. I have already taken a couple of my BP tablets, so in some time I will suffer from low blood pressure and in a few hours I will be dead,"" she said in a Facebook video. "
20,"Prince Narula defends Yuvika Chaudhary using 'B' word, says ""This is a really small thing"""," Days after Yuvika Chaudhary landed in trouble for using the 'B' word, husband Prince Narula has come out to defend her. Narula has spoken about the two of them being from different castes and getting married despite that. He added that the two of them don't believe in such things and it was a genuine error from her side. ""Aaj kal log kuchh bhi baat ko bahot bada bana dete hain. Bade cases hain jispe humein baat karni chahiye, uspe koi baat nahi karta. Bahot saari cheezein hain jispe actually action lena chahiye, ye toh bhot chhoti cheez hai (These days people make big issues out of small onces. There are bigger things which we should discuss, but no one talks on that. There are many things on which serious action should be taken, this is a very small thing),"" he said while talking to paparazzi. Prince further said, ""Hum caste mein believe nahi karte. Main Punjabi hu aur woh Jat hai. Agar aisa hota toh humari shaadi na hoti, hai na? (We don't believe in caste. I am a Punjabi and she is a Jat. We wouldn't have gotten married otherwise, right?"" Yuvika had apologised for making casteist slur in the video which also featured her husband. However, she was booked under the Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Act. ""I would like to apologise to each and every one of you for my honest mistake which happened unknowingly. I didn't know the meaning about that word which I used in my last Vlog. I didn't mean to hurt anyone and I can never do that to hurt someone. This was a mistake I hope you understand and forgive me,"" Yuvika had then apologised. "
21,Karan Mehra – Nisha Rawal domestic violence case: This is how other celebs have reacted," The Karan Mehra – Nisha Rawal domestic violence case has left the industry shaken. With both the parties resorting to mudslinging and washing their dirty linen in public, the buzz around the controversy has refused to die down. The duo's rocking marriage had been making headlines for a while. But, Nisha's head injury and the subsequent media interactions by both has left the industry divided. While many are vouching for Karan's innocence, there are many who are standing rock solid behind Nisha. And there are also the people who feel, the two should sort it out amicably. Angad Hasija has said that he is upset seeing Karan and Nisha like this. ""I am very shocked seeing Nisha and Karan's story. I know them very well and they are beautiful. Itne sweet couple hai and I know them personally for many years. For me to digest this is difficult. I do not think Karan can do this or Nisha can also lie. I and my family are confused. Nisha faltu me nahi bol sakti. She is very honest and practical,"" he told a leading website. ""A far cry for help from a friend. Aghast to see my bestie in such a state . What makes a man become a demon in no time ?? My entire being is with my friend in this dark patch of her life .. she must rise up and give it a brave fight. Her pain , agony and harassment is beyond me to describe,"" Nisha's friend and brother, Rohit Verma wrote on social media. On the other hand, Bigg Boss contestant, Manveer Gurjar came out in support of Karan. He reacted to a social media post talking about Karan's caring nature and wrote, ""Correct! Totally Agreed.. I met him in BiggBoss10.. And MARK MY WORDS.. He was sooooooooo caring nd humble. Hard time bro #KaranMehra&nbsp;StayStrong. Be patience"" Munisha Khatwani, who is a close friend of Nisha, said that she has seen her friend suffering for a long time. ""Time to break the silence ... time to wake up ..never judge a book by the cover as the saying goes and here is the proof .. as a tarot card reader and astrolger I had been told to keep mum .. as one of her closest friends .. I cannot be quiet anymore :( @missnisharawal we stand by you .. I have known for years but had to maintain silence.. not anymore,"" she wrote. Gaurav Chopra has maintained that both Nisha and Karan are his close friends and he would never take sides. ""Karan is a brother to me, we refer to each other as Bhai and Nisha is equally a close friend. They are family to me and it will not be right to just take sides for whatever reason. ""There is a little child involved in this. When he grows up and reads all of this, I don't want it to affect him. At least for the sake of the baby, for whom I really have a lot of affection, I would really want this to be dealt with grace and the differences can be sorted so that he doesn't get affected, he told Pinkvilla. "
22,The Family Man Season 2 review: Manoj Bajpayee and Samantha Akkineni save the sinking ship," The wait is finally over, and the much-anticipated second season of The Family Man has been released on Amazon Prime on June 04. Amid all the pre-release hype and expectations, The Family Man season 2 has ended up as an average fare for the audiences, and it lacked that extra thrill and emotional attachment offered by the first season. However, this second season featuring Manoj Bajpayee, Samantha Akkineni, and Priyamani in the lead roles is rich in grandeur, and creators Raj Nidimoru and Krishna DK tried to showcase global and domestic conflicts using a humanist lens.&nbsp; The Family Man season 2 could have been much crispier The second season began in a very interesting manner, where we can see a group of Tamil freedom fighters/terrorists escape to India via sea. One of them named Subbu (Srikrishna Dayal) reaches Tamil Nadu, while his brother escapes to London. The episode soon shifts to the life of Srikant Tiwari (Manoj Bajpayee) who is fed up with his seemingly meticulous team leader. Even though he is leading an ordinary life, his mind is still with&nbsp;Threat Analysis and Surveillance Cell (TASC), and he can be seen recollecting the happenings in the first season out of trauma with a cigarette in his lips.&nbsp; His relationship with Suchithra Iyer Tiwari (Priyamani) is not that healthy, and both of them can be seen visiting a counselor. However, the counselor asks them questions about their physical relationship and it irks Srikanth. However, an adamant Suchithra who wanted her husband to be an ''okay man'' promises the counselor that she will bring him again to the session.&nbsp; Things take an unexpected turn when a Tamil Nadu minister visits Subbu and leaks his whereabouts to TASC members in Tamil Nadu. Upon instruction from the central government, TASC members in association with JK Talpade (Sharib Hashmi) tries to nab Subbu. But Subbu resists and he keeps a couple as hostages in a smalltime hotel. At this moment, Srikant's timely intervention helps TASC to arrest Subbu. In the meantime, we can see Raji (Samantha Akkineni) who is working in a thread mill in Tamil Nadu. In the initial moments, Samantha is portrayed as a weak woman who does not have the courage to reach against the sexual harassment she faces in her daily life. However, things take an unexpected (expected) turn when the audience comes to know that Raji is a freedom fighter/terrorist. From then, the series begins in full swing, where audiences can see locations shifting from India to London, and London to India continuously.&nbsp; The un-necessities in The Family Man Season 2 The Family Man Season 2 could have been an impeccable series if the editor has paid a little more attention to his work. All the characters in this series have unnecessary backstories, and it will test the patience of the audience for sure. Whenever the series gains momentum, the creators spoil it by adding melodramatic backstories. Even the boyfriend had an unnecessary backstory, and it was totally unnecessary for a thriller drama.&nbsp; Samantha Akkineni's stellar performance The saving grace of The Family Man 2&nbsp;is the stellar performance from Samantha Akkineni. As a cold-blooded assassin/freedom fighter, Samantha excelled, and the actress reinvented herself as a powerful performer. For Manoj Bajpayee, the character of Srikant Tiwari was just a cakewalk. The supporting star cast includes Priyamani, Sharib Hashmi, and Darshan Kumar all did justice to their respective roles.&nbsp; Final Verdict: The Family Man Season 2 is not as elegant and classy as the first season. However, the second season can be watched to witness the stellar performance of Samantha Akkineni and Manoj Bajpayee.&nbsp; "
23,Jagame Thandhiram trailer review: Dhanush and Joju George steal the show," The wait is finally over, as the most-anticipated trailer of&nbsp;Jagame Thandhiram has been released. The trailer has already gone viral on the internet, and audiences are praising director Karthik Subbaraj for crafting such a dark-themed clip with international standards. Starring Dhanush, Joju George, and Aishwarya Lekshmi in the lead roles, the trailer indicates that the film will be a high-voltage gangster flick with lots of action sequences and gunfight scenes.&nbsp; Dhanush and Joju George steal the show The two minutes and the twenty-three-second trailer begins on an interesting note where the director shows a detention center. Later, the camera shifts to a scene where a group of shooters is all set to execute a group of people. Dhanush makes his grand entry at the 25th second of the trailer. With a Singham mustache, Dhanush can be seen running wildly with fire in his hand.&nbsp; The trailer indicates that Aishwarya Lekshmi is doing the role of a singer in&nbsp;Jagame Thandhiram. In the 42nd second of the trailer, Joju George makes his stylish entry, and he can be seen walking with full swag after throwing a cigarette. The remaining part of the trailer is filled with shooting scenes, blood, and gore.&nbsp; Jagame Thandhiram: A movie made with international standards The trailer of the movie literally resembles an international gangster flick. With impeccable color grading, often seen in Hollywood movies, director Karthik Subbaraj&nbsp;has apparently made this film with international standards.&nbsp; Dhanush&nbsp;will be seen in two different makeovers in&nbsp;Jagame Thandhiram. Joju George is playing the role of a deadly gangster based in London, while Aishwarya Lekshmi will be seen enacting the character of Dhanush's love interest.&nbsp; Santhosh Narayanan has composed the music of&nbsp;Jagame Thandhiram.&nbsp;Shreyaas Krishna has handled the cinematography, while Vivek Harshan has carried out the editing for this film.&nbsp; Jagame Thandhiram will be streamed exclusively on Netflix on June 18, 2021.&nbsp; "
24,"Movie Review: Huma Qureshi's Hollywood debut ""Army Of The Dead: Ocean's Eleven"" gets a zombie remix"," Movie Review: Army Of The Dead; Cast: Dave Bautista, Ella Purnell, Omari Hardwick, Ana de la Reguera, Theo Rossi, Matthias Schweighofer, Nora Arnezeder, Hiroyuki Sanada, Tig Notaro, Raul Castillo, Samantha Win; Huma Qureshi; Direction: Zack Snyder; Rating: * * and 1/2 (two and a half stars) ""Ocean's Eleven"" gets a zombie remix in Zack Snyder's latest, as Dave Bautista and company infiltrate undead-infested Las Vegas Strip to try and walk away with a fat load of cash against all odds. The idea manages to stay afloat because the film does not take itself too seriously. Despite the film's slant at graphic gore, Snyder keeps it irreverent and that is a respite. He crafts a circus of excesses, suitably violent and partly scary. The film ends up more like a tribute to classic zombie horror than an attempt to reinvent the template in any way. It's almost as if Snyder was out having fun with the genre that started his career as a filmmaker way back in 2004, when he made his directorial debut with a remake of ""Dawn Of The Dead"", George A. Romero's 1978 release that continues to have a cult following globally. Before anything, from the Indian perspective, considerable hype had been built around the fact that ""Army Of The Dead"" marks Bollywood actress Huma Qureshi's Hollywood foray. Playing a single mother named Geeta, Huma gets restricted footage. She is okay in a role whose ethnicity seems to have been decided keeping in mind that it could widen curiosity about the film in the Indian market. An interesting aside here: Riding on Hollywood's newfound love for inclusivity and in keeping with a trend followed by most films aimed at a global mass market, ""Army Of The Dead"" brims with international ethnicity. Huma apart, cast members bear origin in Mexico (Ana de la Reguera), Japan (Hiroyuki Sanada), France (Nora Arnezeder), Germany (Matthias Schweighofer), England (Ella Purnell) and Canada (Samantha Win), besides of course the fact that hero Dave Bautista owes descent to a Greek mother and Filipino father. Global cast trending It is important to understand such a casting. It becomes an advantage, building instant connect in markets all across the world for a film that goes easy on script originality. Snyder and his co-screenwriters (Shay Hatten and Joby Harold) imagine a derelict Las Vegas, walled from the rest of the world after a zombie outbreak. A casino boss named Tanaka (Sanada) approaches former zombie war hero Scott Ward (Bautista) with a job. Ward must venture into zombie-infested Las and quarantined Vegas Strip to retrieve $200 million from a vault. He has 32 hours before the government nukes the city. For Ward, the money he gets could be his ticket to reunite with his estranged daughter Kate (Purnell), so he accepts the job. As he hastily assembles his team and they get going, the plot becomes predictable, though Snyder manages to hold interest with smart storytelling. For a zombie film&nbsp;""Army Of The Dead""&nbsp;could seem a bit long at 148 minutes, though Snyder scores because he keeps the shocks and spins coming in, liberally laced with cheeky humour and stylishly rendered zombie violence. Hardcore genre buffs normally don't ask for more. "
